transactionId,amount,currency,merchantCountry,issuerCountry,region,cardType,cardBrand,cardPresence,channel,paymentChannel,mcc,threeDS,eci,authDate,clearingDate,clearingDelayDays,category,condition,feeRate,feeAmount,suggestionType,expectedImpact,difficulty,historicalSuccessRate,label_actualSavings,label_successfulRecommendation
T-198,1382,RON,IT,RO,EU,Prepaid,VISA,card_present,POS,POS,5411,True,05,2026-05-13T10:00:00,2026-05-15T10:00:00,2,Ecom Secure Preferred Credit,clearing time,0.0185,25.567,OPTIMIZE_CLEARING,4.3202,LOW,0.35,4.3202,1
T-199,1413,EUR,DE,ES,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5732,True,05,2026-05-03T10:00:00,2026-05-07T10:00:00,4,Ecom Secure Preferred Credit,clearing time,0.002,2.826,OPTIMIZE_CLEARING,4.2586,LOW,0.93,4.2586,1
T-200,3372,RON,IT,ES,EEA,Debit,VISA,card_not_present,MOTO,MOTO,5411,True,05,2026-05-18T10:00:00,2026-05-20T10:00:00,2,Ecom Non-Secure Credit,MCC classification,0.025,84.3,FIX_MCC,6.2199,MEDIUM,0.36,6.2199,0
T-201,4936,EUR,RO,FR,EEA,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-04T10:00:00,2026-05-04T10:00:00,0,Ecom Secure Preferred Credit,clearing time,0.003,14.808,OPTIMIZE_CLEARING,12.4017,LOW,0.72,12.4017,1
T-202,3194,EUR,IT,IT,EEA,Debit,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-13T10:00:00,2026-05-15T10:00:00,2,Ecom Non-Secure Credit,3DS authentication,0.003,9.582,ENABLE_3DS,19.895,LOW,0.79,19.895,1
T-203,812,RON,ES,RO,EEA,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-12T10:00:00,2026-05-19T10:00:00,7,Ecom Non-Secure Credit,3DS authentication,0.0185,15.022,ENABLE_3DS,4.9288,MEDIUM,0.49,4.9288,1
T-204,3254,EUR,DE,DE,EU,Debit,VISA,card_not_present,eCommerce,eCommerce,5732,True,05,2026-05-17T10:00:00,2026-05-21T10:00:00,4,Ecom Secure Preferred Credit,MCC classification,0.0185,60.199,FIX_MCC,11.068,LOW,0.94,11.068,0
T-205,3586,RON,RO,IT,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-05T10:00:00,2026-05-12T10:00:00,7,Ecom Secure Preferred Credit,3DS authentication,0.0185,66.341,ENABLE_3DS,18.9679,LOW,0.81,18.9679,1
T-206,4833,RON,FR,ES,EEA,Commercial,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-04T10:00:00,2026-05-07T10:00:00,3,Standard Credit,MCC classification,0.003,14.499,FIX_MCC,6.9817,MEDIUM,0.67,6.9817,0
T-207,3895,EUR,RO,IT,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-09T10:00:00,2026-05-12T10:00:00,3,Ecom Secure Preferred Credit,3DS authentication,0.003,11.685,ENABLE_3DS,27.6203,MEDIUM,0.88,27.6203,1
T-208,185,RON,FR,IT,EEA,Prepaid,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-10T10:00:00,2026-05-12T10:00:00,2,Standard Credit,clearing time,0.015,2.775,OPTIMIZE_CLEARING,0.8463,LOW,0.42,0.8463,0
T-209,1751,RON,FR,ES,EEA,Debit,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-16T10:00:00,2026-05-23T10:00:00,7,Ecom Non-Secure Credit,clearing time,0.0185,32.3935,OPTIMIZE_CLEARING,8.0573,LOW,0.84,8.0573,0
T-210,2063,EUR,IT,ES,EEA,Credit,VISA,card_present,POS,POS,5732,False,07,2026-05-02T10:00:00,2026-05-04T10:00:00,2,Ecom Secure Preferred Credit,3DS authentication,0.025,51.575,ENABLE_3DS,10.3058,MEDIUM,0.69,10.3058,1
T-211,1474,EUR,RO,IT,EU,Debit,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-18T10:00:00,2026-05-20T10:00:00,2,Standard Credit,clearing time,0.0125,18.425,OPTIMIZE_CLEARING,3.6711,LOW,0.74,3.6711,1
T-212,2224,RON,DE,FR,EEA,Prepaid,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-17T10:00:00,2026-05-17T10:00:00,0,Ecom Secure Preferred Credit,MCC classification,0.025,55.6,FIX_MCC,2.2834,MEDIUM,0.46,2.2834,0
T-213,3843,EUR,ES,ES,EEA,Prepaid,VISA,card_not_present,MOTO,MOTO,5411,True,05,2026-05-17T10:00:00,2026-05-24T10:00:00,7,Ecom Non-Secure Credit,clearing time,0.0185,71.0955,OPTIMIZE_CLEARING,12.2648,MEDIUM,0.94,12.2648,0
T-214,2683,RON,ES,IT,EEA,Debit,VISA,card_present,POS,POS,5812,True,05,2026-05-21T10:00:00,2026-05-26T10:00:00,5,Ecom Secure Preferred Credit,clearing time,0.025,67.075,OPTIMIZE_CLEARING,7.771,MEDIUM,0.47,7.771,0
T-215,3448,RON,ES,IT,EEA,Prepaid,VISA,card_present,POS,POS,5812,False,07,2026-05-02T10:00:00,2026-05-06T10:00:00,4,Standard Credit,clearing time,0.025,86.2,OPTIMIZE_CLEARING,17.1857,LOW,0.49,17.1857,0
T-216,3876,RON,FR,RO,EU,Prepaid,VISA,card_not_present,MOTO,MOTO,5812,False,07,2026-05-09T10:00:00,2026-05-14T10:00:00,5,Ecom Secure Preferred Credit,3DS authentication,0.0185,71.706,ENABLE_3DS,30.2894,MEDIUM,0.81,30.2894,1
T-217,2734,RON,IT,DE,EU,Commercial,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-19T10:00:00,2026-05-21T10:00:00,2,Ecom Non-Secure Credit,clearing time,0.015,41.01,OPTIMIZE_CLEARING,12.4497,LOW,0.39,12.4497,1
T-218,1660,EUR,FR,DE,EEA,Credit,VISA,card_present,POS,POS,5411,True,05,2026-05-19T10:00:00,2026-05-22T10:00:00,3,Ecom Secure Preferred Credit,clearing time,0.003,4.98,OPTIMIZE_CLEARING,4.8956,LOW,0.79,4.8956,0
T-219,1401,EUR,IT,IT,EEA,Credit,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-16T10:00:00,2026-05-23T10:00:00,7,Ecom Non-Secure Credit,MCC classification,0.002,2.802,FIX_MCC,1.9449,HIGH,0.54,1.9449,1
T-220,135,EUR,FR,DE,EU,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-07T10:00:00,2026-05-07T10:00:00,0,Ecom Non-Secure Credit,clearing time,0.025,3.375,OPTIMIZE_CLEARING,0.2717,LOW,0.49,0.2717,0
T-221,2402,EUR,FR,DE,EU,Commercial,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-17T10:00:00,2026-05-21T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.0185,44.437,OPTIMIZE_CLEARING,7.2384,HIGH,0.94,7.2384,0
T-222,1750,EUR,ES,ES,EU,Credit,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-19T10:00:00,2026-05-23T10:00:00,4,Ecom Non-Secure Credit,MCC classification,0.003,5.25,FIX_MCC,2.3966,LOW,0.75,2.3966,0
T-223,3434,RON,FR,IT,EU,Prepaid,VISA,card_present,POS,POS,5411,True,05,2026-05-04T10:00:00,2026-05-08T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.0125,42.925,OPTIMIZE_CLEARING,11.7552,HIGH,0.77,11.7552,0
T-224,984,EUR,IT,FR,EU,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,True,05,2026-05-04T10:00:00,2026-05-07T10:00:00,3,Standard Credit,clearing time,0.003,2.952,OPTIMIZE_CLEARING,3.7658,MEDIUM,0.51,3.7658,1
T-225,42,RON,RO,ES,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-03T10:00:00,2026-05-03T10:00:00,0,Ecom Non-Secure Credit,3DS authentication,0.0185,0.777,ENABLE_3DS,0.3085,MEDIUM,0.94,0.3085,1
T-226,2445,EUR,IT,RO,EU,Credit,VISA,card_present,POS,POS,5732,False,07,2026-05-02T10:00:00,2026-05-02T10:00:00,0,Standard Credit,clearing time,0.003,7.335,OPTIMIZE_CLEARING,11.3018,HIGH,0.41,11.3018,1
T-227,2948,RON,IT,IT,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-09T10:00:00,2026-05-14T10:00:00,5,Ecom Secure Preferred Credit,clearing time,0.002,5.896,OPTIMIZE_CLEARING,9.1915,MEDIUM,0.72,9.1915,1
T-228,1386,EUR,ES,IT,EU,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-02T10:00:00,2026-05-09T10:00:00,7,Ecom Non-Secure Credit,3DS authentication,0.003,4.158,ENABLE_3DS,6.2627,HIGH,0.87,6.2627,1
T-229,1090,RON,ES,ES,EU,Prepaid,VISA,card_present,POS,POS,5411,False,07,2026-05-04T10:00:00,2026-05-07T10:00:00,3,Standard Credit,clearing time,0.015,16.35,OPTIMIZE_CLEARING,2.3303,HIGH,0.46,2.3303,1
T-230,2852,RON,ES,IT,EEA,Debit,VISA,card_not_present,MOTO,MOTO,5411,True,05,2026-05-21T10:00:00,2026-05-24T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.003,8.556,FIX_MCC,10.0308,LOW,0.52,10.0308,0
T-231,2298,RON,RO,IT,EEA,Commercial,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-08T10:00:00,2026-05-12T10:00:00,4,Ecom Secure Preferred Credit,3DS authentication,0.025,57.45,ENABLE_3DS,13.5425,MEDIUM,0.38,13.5425,1
T-232,4094,EUR,ES,ES,EU,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5411,True,05,2026-05-01T10:00:00,2026-05-01T10:00:00,0,Ecom Non-Secure Credit,MCC classification,0.015,61.41,FIX_MCC,9.1583,LOW,0.85,9.1583,0
T-233,2739,RON,DE,RO,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-20T10:00:00,2026-05-23T10:00:00,3,Standard Credit,MCC classification,0.025,68.475,FIX_MCC,8.1389,MEDIUM,0.76,8.1389,1
T-234,395,EUR,RO,FR,EU,Debit,VISA,card_present,POS,POS,5411,False,07,2026-05-05T10:00:00,2026-05-12T10:00:00,7,Ecom Non-Secure Credit,3DS authentication,0.025,9.875,ENABLE_3DS,3.0465,MEDIUM,0.84,3.0465,1
T-235,1581,EUR,ES,ES,EU,Commercial,VISA,card_present,POS,POS,5812,False,07,2026-05-04T10:00:00,2026-05-11T10:00:00,7,Standard Credit,MCC classification,0.015,23.715,FIX_MCC,1.8016,LOW,0.66,1.8016,0
T-236,3565,RON,IT,ES,EEA,Commercial,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-17T10:00:00,2026-05-24T10:00:00,7,Standard Credit,MCC classification,0.003,10.695,FIX_MCC,10.964,LOW,0.48,10.964,0
T-237,2828,RON,DE,DE,EEA,Prepaid,VISA,card_present,POS,POS,5812,False,07,2026-05-05T10:00:00,2026-05-06T10:00:00,1,Standard Credit,clearing time,0.015,42.42,OPTIMIZE_CLEARING,10.7678,LOW,0.63,10.7678,1
T-238,2660,EUR,RO,ES,EU,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-12T10:00:00,2026-05-16T10:00:00,4,Ecom Non-Secure Credit,MCC classification,0.015,39.9,FIX_MCC,7.3108,HIGH,0.34,7.3108,1
T-239,2207,EUR,DE,ES,EU,Prepaid,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-09T10:00:00,2026-05-10T10:00:00,1,Standard Credit,3DS authentication,0.002,4.414,ENABLE_3DS,16.4487,HIGH,0.78,16.4487,1
T-240,1857,EUR,IT,IT,EEA,Credit,VISA,card_not_present,MOTO,MOTO,5812,True,05,2026-05-18T10:00:00,2026-05-21T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.003,5.571,FIX_MCC,4.7033,LOW,0.7,4.7033,1
T-241,3649,RON,DE,FR,EEA,Debit,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-21T10:00:00,2026-05-23T10:00:00,2,Ecom Non-Secure Credit,3DS authentication,0.0185,67.5065,ENABLE_3DS,24.569,HIGH,0.63,24.569,1
T-242,3110,EUR,RO,FR,EEA,Debit,VISA,card_present,POS,POS,5732,False,07,2026-05-09T10:00:00,2026-05-13T10:00:00,4,Ecom Secure Preferred Credit,3DS authentication,0.0125,38.875,ENABLE_3DS,14.4625,HIGH,0.33,14.4625,1
T-243,2487,RON,ES,RO,EU,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-18T10:00:00,2026-05-20T10:00:00,2,Ecom Secure Preferred Credit,clearing time,0.002,4.974,OPTIMIZE_CLEARING,10.8237,LOW,0.87,10.8237,1
T-244,2738,EUR,IT,DE,EU,Credit,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-10T10:00:00,2026-05-11T10:00:00,1,Ecom Non-Secure Credit,clearing time,0.0185,50.653,OPTIMIZE_CLEARING,9.8335,MEDIUM,0.47,9.8335,0
T-245,2336,RON,FR,DE,EEA,Credit,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-12T10:00:00,2026-05-16T10:00:00,4,Standard Credit,3DS authentication,0.0185,43.216,ENABLE_3DS,14.5481,HIGH,0.3,14.5481,1
T-246,556,EUR,RO,DE,EEA,Credit,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-21T10:00:00,2026-05-28T10:00:00,7,Ecom Secure Preferred Credit,3DS authentication,0.003,1.668,ENABLE_3DS,4.6286,HIGH,0.52,4.6286,1
T-247,736,RON,FR,IT,EEA,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-06T10:00:00,2026-05-13T10:00:00,7,Ecom Secure Preferred Credit,3DS authentication,0.0125,9.2,ENABLE_3DS,4.9977,LOW,0.55,4.9977,1
T-248,989,EUR,ES,RO,EEA,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-21T10:00:00,2026-05-26T10:00:00,5,Ecom Secure Preferred Credit,MCC classification,0.0185,18.2965,FIX_MCC,1.1766,MEDIUM,0.56,1.1766,0
T-249,272,EUR,FR,RO,EU,Credit,VISA,card_not_present,eCommerce,eCommerce,5732,True,05,2026-05-18T10:00:00,2026-05-19T10:00:00,1,Standard Credit,clearing time,0.003,0.816,OPTIMIZE_CLEARING,1.1534,HIGH,0.56,1.1534,1
T-250,4505,EUR,DE,IT,EU,Debit,VISA,card_present,POS,POS,5732,False,07,2026-05-07T10:00:00,2026-05-12T10:00:00,5,Standard Credit,3DS authentication,0.025,112.625,ENABLE_3DS,38.3724,MEDIUM,0.43,38.3724,1
T-251,1505,RON,FR,RO,EU,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-02T10:00:00,2026-05-09T10:00:00,7,Ecom Non-Secure Credit,MCC classification,0.0185,27.8425,FIX_MCC,3.5876,HIGH,0.73,3.5876,0
T-252,839,RON,ES,ES,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-03T10:00:00,2026-05-04T10:00:00,1,Ecom Non-Secure Credit,clearing time,0.0125,10.4875,OPTIMIZE_CLEARING,2.9009,MEDIUM,0.46,2.9009,1
T-253,1834,EUR,IT,IT,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-21T10:00:00,2026-05-24T10:00:00,3,Ecom Non-Secure Credit,MCC classification,0.0125,22.925,FIX_MCC,6.4563,LOW,0.72,6.4563,0
T-254,691,RON,ES,RO,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-18T10:00:00,2026-05-19T10:00:00,1,Ecom Secure Preferred Credit,clearing time,0.0125,8.6375,OPTIMIZE_CLEARING,2.9026,HIGH,0.88,2.9026,0
T-255,4441,EUR,ES,ES,EU,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-05T10:00:00,2026-05-07T10:00:00,2,Ecom Non-Secure Credit,clearing time,0.015,66.615,OPTIMIZE_CLEARING,11.8571,HIGH,0.46,11.8571,1
T-256,1378,EUR,RO,DE,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-15T10:00:00,2026-05-16T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.003,4.134,FIX_MCC,3.7193,LOW,0.33,3.7193,0
T-257,1713,RON,ES,FR,EEA,Debit,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-13T10:00:00,2026-05-16T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.015,25.695,FIX_MCC,6.2433,MEDIUM,0.68,6.2433,0
T-258,657,EUR,ES,RO,EU,Commercial,VISA,card_present,POS,POS,5732,False,07,2026-05-13T10:00:00,2026-05-14T10:00:00,1,Ecom Non-Secure Credit,MCC classification,0.0185,12.1545,FIX_MCC,1.4569,HIGH,0.72,1.4569,1
T-259,1752,RON,DE,IT,EEA,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-06T10:00:00,2026-05-08T10:00:00,2,Ecom Secure Preferred Credit,3DS authentication,0.0185,32.412,ENABLE_3DS,13.2916,MEDIUM,0.44,13.2916,1
T-260,1340,RON,ES,DE,EU,Debit,MASTERCARD,card_present,POS,POS,5732,True,05,2026-05-01T10:00:00,2026-05-02T10:00:00,1,Standard Credit,MCC classification,0.002,2.68,FIX_MCC,1.8541,MEDIUM,0.69,1.8541,0
T-261,4637,RON,DE,IT,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-10T10:00:00,2026-05-10T10:00:00,0,Standard Credit,MCC classification,0.003,13.911,FIX_MCC,10.8859,HIGH,0.52,10.8859,1
T-262,3734,RON,ES,ES,EEA,Debit,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-03T10:00:00,2026-05-04T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.015,56.01,FIX_MCC,8.0519,HIGH,0.69,8.0519,0
T-263,4373,EUR,FR,RO,EEA,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-03T10:00:00,2026-05-06T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.025,109.325,FIX_MCC,6.0828,HIGH,0.82,6.0828,0
T-264,4739,RON,FR,ES,EEA,Prepaid,VISA,card_present,POS,POS,5732,False,07,2026-05-05T10:00:00,2026-05-07T10:00:00,2,Standard Credit,3DS authentication,0.015,71.085,ENABLE_3DS,37.103,HIGH,0.81,37.103,1
T-265,4754,EUR,RO,DE,EEA,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-17T10:00:00,2026-05-17T10:00:00,0,Ecom Secure Preferred Credit,MCC classification,0.015,71.31,FIX_MCC,14.0891,HIGH,0.54,14.0891,1
T-266,2277,EUR,ES,ES,EEA,Prepaid,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-07T10:00:00,2026-05-10T10:00:00,3,Ecom Secure Preferred Credit,MCC classification,0.0185,42.1245,FIX_MCC,7.6311,HIGH,0.56,7.6311,1
T-267,1151,EUR,FR,ES,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-08T10:00:00,2026-05-11T10:00:00,3,Ecom Non-Secure Credit,MCC classification,0.025,28.775,FIX_MCC,4.4287,LOW,0.84,4.4287,0
T-268,3883,EUR,IT,ES,EEA,Credit,VISA,card_present,POS,POS,5812,True,05,2026-05-03T10:00:00,2026-05-03T10:00:00,0,Ecom Secure Preferred Credit,MCC classification,0.0125,48.5375,FIX_MCC,6.4664,MEDIUM,0.31,6.4664,0
T-269,4264,RON,FR,DE,EU,Debit,VISA,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-02T10:00:00,2026-05-09T10:00:00,7,Ecom Secure Preferred Credit,clearing time,0.0185,78.884,OPTIMIZE_CLEARING,15.0589,MEDIUM,0.74,15.0589,0
T-270,3341,EUR,FR,FR,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-17T10:00:00,2026-05-17T10:00:00,0,Standard Credit,MCC classification,0.025,83.525,FIX_MCC,10.3934,LOW,0.47,10.3934,0
T-271,3355,EUR,IT,IT,EEA,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-18T10:00:00,2026-05-18T10:00:00,0,Standard Credit,MCC classification,0.0185,62.0675,FIX_MCC,6.3166,MEDIUM,0.88,6.3166,0
T-272,244,EUR,IT,FR,EU,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-09T10:00:00,2026-05-09T10:00:00,0,Ecom Non-Secure Credit,clearing time,0.015,3.66,OPTIMIZE_CLEARING,0.9518,MEDIUM,0.74,0.9518,0
T-273,2821,EUR,DE,DE,EEA,Debit,VISA,card_not_present,MOTO,MOTO,5812,False,07,2026-05-06T10:00:00,2026-05-09T10:00:00,3,Ecom Non-Secure Credit,3DS authentication,0.0125,35.2625,ENABLE_3DS,16.2707,MEDIUM,0.43,16.2707,1
T-274,1681,RON,IT,ES,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-12T10:00:00,2026-05-13T10:00:00,1,Standard Credit,3DS authentication,0.002,3.362,ENABLE_3DS,7.7316,MEDIUM,0.62,7.7316,1
T-275,4726,RON,ES,IT,EEA,Credit,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-06T10:00:00,2026-05-13T10:00:00,7,Standard Credit,clearing time,0.0185,87.431,OPTIMIZE_CLEARING,13.4256,LOW,0.6,13.4256,0
T-276,1006,RON,FR,FR,EEA,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-15T10:00:00,2026-05-17T10:00:00,2,Ecom Secure Preferred Credit,MCC classification,0.025,25.15,FIX_MCC,1.0314,MEDIUM,0.92,1.0314,0
T-277,2830,EUR,FR,IT,EU,Debit,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-16T10:00:00,2026-05-19T10:00:00,3,Standard Credit,clearing time,0.003,8.49,OPTIMIZE_CLEARING,9.2181,MEDIUM,0.82,9.2181,1
T-278,4569,EUR,IT,DE,EEA,Commercial,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-07T10:00:00,2026-05-08T10:00:00,1,Standard Credit,clearing time,0.025,114.225,OPTIMIZE_CLEARING,11.1879,HIGH,0.33,11.1879,0
T-279,830,EUR,FR,FR,EEA,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-02T10:00:00,2026-05-03T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.0125,10.375,FIX_MCC,2.0166,LOW,0.53,2.0166,0
T-280,4980,EUR,FR,FR,EEA,Commercial,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-19T10:00:00,2026-05-24T10:00:00,5,Standard Credit,3DS authentication,0.025,124.5,ENABLE_3DS,33.3271,MEDIUM,0.6,33.3271,1
T-281,1206,EUR,RO,RO,EU,Prepaid,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-11T10:00:00,2026-05-14T10:00:00,3,Ecom Secure Preferred Credit,3DS authentication,0.025,30.15,ENABLE_3DS,8.5162,HIGH,0.49,8.5162,1
T-282,2211,EUR,DE,DE,EU,Debit,VISA,card_not_present,MOTO,MOTO,5812,False,07,2026-05-13T10:00:00,2026-05-15T10:00:00,2,Ecom Secure Preferred Credit,MCC classification,0.015,33.165,FIX_MCC,7.3912,HIGH,0.76,7.3912,1
T-283,675,EUR,ES,RO,EU,Commercial,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-13T10:00:00,2026-05-13T10:00:00,0,Ecom Secure Preferred Credit,3DS authentication,0.002,1.35,ENABLE_3DS,2.9153,HIGH,0.4,2.9153,1
T-284,3213,RON,RO,RO,EEA,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-08T10:00:00,2026-05-13T10:00:00,5,Standard Credit,clearing time,0.0125,40.1625,OPTIMIZE_CLEARING,10.6976,MEDIUM,0.66,10.6976,0
T-285,1126,EUR,IT,ES,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-06T10:00:00,2026-05-10T10:00:00,4,Ecom Secure Preferred Credit,MCC classification,0.0185,20.831,FIX_MCC,2.6682,MEDIUM,0.47,2.6682,1
T-286,2506,EUR,ES,RO,EEA,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-17T10:00:00,2026-05-24T10:00:00,7,Ecom Secure Preferred Credit,3DS authentication,0.003,7.518,ENABLE_3DS,14.3329,MEDIUM,0.69,14.3329,1
T-287,79,EUR,IT,DE,EEA,Credit,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-07T10:00:00,2026-05-10T10:00:00,3,Ecom Non-Secure Credit,MCC classification,0.0185,1.4615,FIX_MCC,0.1826,HIGH,0.8,0.1826,0
T-288,2247,RON,FR,RO,EEA,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-18T10:00:00,2026-05-25T10:00:00,7,Standard Credit,clearing time,0.0125,28.0875,OPTIMIZE_CLEARING,7.2774,MEDIUM,0.42,7.2774,0
T-289,178,EUR,FR,DE,EEA,Credit,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-18T10:00:00,2026-05-18T10:00:00,0,Ecom Non-Secure Credit,3DS authentication,0.003,0.534,ENABLE_3DS,1.5774,LOW,0.62,1.5774,1
T-290,2820,RON,DE,RO,EEA,Commercial,VISA,card_present,POS,POS,5812,False,07,2026-05-16T10:00:00,2026-05-18T10:00:00,2,Ecom Secure Preferred Credit,clearing time,0.015,42.3,OPTIMIZE_CLEARING,11.5361,LOW,0.42,11.5361,0
T-291,2068,RON,DE,IT,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-04T10:00:00,2026-05-11T10:00:00,7,Standard Credit,clearing time,0.025,51.7,OPTIMIZE_CLEARING,5.6806,MEDIUM,0.91,5.6806,1
T-292,1319,EUR,DE,FR,EU,Debit,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-02T10:00:00,2026-05-07T10:00:00,5,Standard Credit,MCC classification,0.0185,24.4015,FIX_MCC,3.3803,MEDIUM,0.51,3.3803,1
T-293,1391,RON,FR,RO,EU,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-04T10:00:00,2026-05-07T10:00:00,3,Standard Credit,clearing time,0.003,4.173,OPTIMIZE_CLEARING,2.8193,HIGH,0.52,2.8193,0
T-294,511,RON,DE,IT,EU,Prepaid,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-21T10:00:00,2026-05-22T10:00:00,1,Standard Credit,3DS authentication,0.025,12.775,ENABLE_3DS,3.4144,LOW,0.31,3.4144,1
T-295,3114,EUR,DE,ES,EU,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-05T10:00:00,2026-05-07T10:00:00,2,Ecom Secure Preferred Credit,clearing time,0.002,6.228,OPTIMIZE_CLEARING,10.7617,MEDIUM,0.86,10.7617,1
T-296,4924,EUR,RO,ES,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-03T10:00:00,2026-05-07T10:00:00,4,Ecom Secure Preferred Credit,MCC classification,0.003,14.772,FIX_MCC,11.5623,HIGH,0.46,11.5623,1
